1,111,1065,2013
1,112,439,2013
1,113,358,2013
1,114,316,2013
1,115,338,2013
1,116,307,2013
1,117,1098,2013
1,118,317,2013
1,119,427,2013
1,120,503,2013
2,111,311,2013
2,112,187,2013
2,113,149,2013
2,114,74,2013
2,115,117,2013
2,116,134,2013
2,117,174,2013
2,118,187,2013
2,119,248,2013
2,120,109,2013
1,121,481,2013
1,122,405,2013
1,123,420,2013
1,124,330,2013
1,125,328,2013
1,126,375,2013
1,127,501,2013
1,128,585,2013
1,129,364,2013
1,130,667,2013
1,101,211,2013
1,102,296,2013
1,103,221,2013
1,104,206,2013
1,105,182,2013
1,106,273,2013
1,107,356,2013
1,108,204,2013
1,109,355,2013
1,110,449,2013
2,101,168,2013
2,102,158,2013
2,103,233,2013
2,104,333,2013
2,105,146,2013
2,106,190,2013
2,107,157,2013
2,108,377,2013
2,109,184,2013
2,110,154,2013
2,121,83,2013
2,122,288,2013
2,123,180,2013
2,124,69,2013
2,125,156,2013
2,126,175,2013
2,127,166,2013
2,128,228,2013
2,129,135,2013
2,130,334,2013
5,101,39,2013
5,102,57,2013
5,103,87,2013
5,104,45,2013
5,105,55,2013
5,106,45,2013
5,107,35,2013
5,108,90,2013
5,109,19,2013
5,110,54,2013
5,111,60,2013
5,112,44,2013
5,113,51,2013
5,114,12,2013
5,115,39,2013
5,116,42,2013
5,117,69,2013
5,118,22,2013
5,119,59,2013
5,120,55,2013
4,101,79,2013
4,102,124,2013
4,103,188,2013
4,104,151,2013
4,105,92,2013
4,106,108,2013
4,107,70,2013
4,108,124,2013
4,109,53,2013
4,110,102,2013
5,121,36,2013
5,122,80,2013
5,123,86,2013
5,124,18,2013
5,125,35,2013
5,126,48,2013
5,127,57,2013
5,128,141,2013
5,129,26,2013
5,130,67,2013
6,101,25,2013
6,102,28,2013
6,103,47,2013
6,104,30,2013
6,105,23,2013
6,106,30,2013
6,107,29,2013
6,108,33,2013
6,109,14,2013
6,110,23,2013
3,101,39,2013
3,102,50,2013
3,103,88,2013
3,104,55,2013
3,105,46,2013
3,106,73,2013
3,107,53,2013
3,108,45,2013
3,109,95,2013
3,110,157,2013
3,121,82,2013
3,122,127,2013
3,123,84,2013
3,124,62,2013
3,125,82,2013
3,126,80,2013
3,127,93,2013
3,128,113,2013
3,129,81,2013
3,130,141,2013
4,111,175,2013
4,112,75,2013
4,113,101,2013
4,114,29,2013
4,115,87,2013
4,116,182,2013
4,117,94,2013
4,118,38,2013
4,119,137,2013
4,120,104,2013
4,121,49,2013
4,122,127,2013
4,123,157,2013
4,124,41,2013
4,125,56,2013
4,126,95,2013
4,127,117,2013
4,128,139,2013
4,129,70,2013
4,130,121,2013
3,111,130,2013
3,112,115,2013
3,113,87,2013
3,114,56,2013
3,115,133,2013
3,116,149,2013
3,117,128,2013
3,118,48,2013
3,119,97,2013
3,120,115,2013
6,111,38,2013
6,112,18,2013
6,113,20,2013
6,114,9,2013
6,115,21,2013
6,116,32,2013
6,117,31,2013
6,118,22,2013
6,119,21,2013
6,120,15,2013
6,121,10,2013
6,122,29,2013
6,123,26,2013
6,124,18,2013
6,125,27,2013
6,126,20,2013
6,127,20,2013
6,128,16,2013
6,129,24,2013
6,130,26,2013
7,101,10,2013
7,102,18,2013
7,103,12,2013
7,104,17,2013
7,105,9,2013
7,106,14,2013
7,107,12,2013
7,108,16,2013
7,109,17,2013
7,110,38,2013
7,111,40,2013
7,112,19,2013
7,113,13,2013
7,114,23,2013
7,115,32,2013
7,116,35,2013
7,117,28,2013
7,118,8,2013
7,119,45,2013
7,120,24,2013
7,121,19,2013
7,122,41,2013
7,123,22,2013
7,124,10,2013
7,125,20,2013
7,126,32,2013
7,127,26,2013
7,128,20,2013
7,129,16,2013
7,130,83,2013
8,101,7,2013
8,102,11,2013
8,103,10,2013
8,104,4,2013
8,105,11,2013
8,106,4,2013
8,107,7,2013
8,108,5,2013
8,109,9,2013
8,110,12,2013
8,111,32,2013
8,112,14,2013
8,113,7,2013
8,114,7,2013
8,115,17,2013
8,116,14,2013
8,117,8,2013
8,118,6,2013
8,119,9,2013
8,120,8,2013
8,121,3,2013
8,122,15,2013
8,123,13,2013
8,124,2,2013
8,125,5,2013
8,126,11,2013
8,127,21,2013
8,128,3,2013
8,129,5,2013
8,130,19,2013
9,101,19,2013
9,102,21,2013
9,103,25,2013
9,104,13,2013
9,105,15,2013
9,106,15,2013
9,107,14,2013
9,108,15,2013
9,109,17,2013
9,110,60,2013
9,111,26,2013
9,112,47,2013
9,113,47,2013
9,114,11,2013
9,115,43,2013
9,116,34,2013
9,117,36,2013
9,118,10,2013
9,119,36,2013
9,120,36,2013
9,121,18,2013
9,122,29,2013
9,123,33,2013
9,124,11,2013
9,125,20,2013
9,126,32,2013
9,127,59,2013
9,128,47,2013
9,129,30,2013
9,130,74,2013
10,101,1,2013
10,102,0,2013
10,103,4,2013
10,104,3,2013
10,105,2,2013
10,106,2,2013
10,107,1,2013
10,108,1,2013
10,109,0,2013
10,110,1,2013
10,111,0,2013
10,112,1,2013
10,113,0,2013
10,114,0,2013
10,115,3,2013
10,116,2,2013
10,117,3,2013
10,118,2,2013
10,119,0,2013
10,120,1,2013
10,121,0,2013
10,122,3,2013
10,123,0,2013
10,124,2,2013
10,125,1,2013
10,126,4,2013
10,127,2,2013
10,128,2,2013
10,129,2,2013
10,130,2,2013
11,111,2,2013
11,112,1,2013
11,113,1,2013
11,114,0,2013
11,115,3,2013
11,116,6,2013
11,117,4,2013
11,118,0,2013
11,119,2,2013
11,120,1,2013
11,121,2,2013
11,122,1,2013
11,123,6,2013
11,124,2,2013
11,125,2,2013
11,126,13,2013
11,127,3,2013
11,128,10,2013
11,129,1,2013
11,130,5,2013
12,121,16,2013
12,122,34,2013
12,123,14,2013
12,124,17,2013
12,125,24,2013
12,126,69,2013
12,127,24,2013
12,128,25,2013
12,129,9,2013
12,130,20,2013
1,201,222,2013
1,202,269,2013
1,203,320,2013
1,204,329,2013
1,205,205,2013
1,206,210,2013
1,207,207,2013
1,208,443,2013
1,209,209,2013
11,101,1,2013
11,102,1,2013
11,103,2,2013
11,104,2,2013
11,105,2,2013
11,106,2,2013
11,107,2,2013
11,108,4,2013
11,109,3,2013
11,110,2,2013
12,101,12,2013
12,102,21,2013
12,103,21,2013
12,104,21,2013
12,105,13,2013
12,106,22,2013
12,107,15,2013
12,108,28,2013
12,109,17,2013
12,110,17,2013
12,111,28,2013
12,112,23,2013
12,113,7,2013
12,114,4,2013
12,115,23,2013
12,116,27,2013
12,117,24,2013
12,118,12,2013
12,119,15,2013
12,120,11,2013
2,201,73,2013
2,202,64,2013
2,203,102,2013
2,204,134,2013
2,205,106,2013
2,206,64,2013
2,207,90,2013
2,208,134,2013
2,209,91,2013
3,201,44,2013
3,202,47,2013
3,203,58,2013
3,204,59,2013
3,205,23,2013
3,206,67,2013
3,207,62,2013
3,208,86,2013
3,209,31,2013
6,201,7,2013
6,202,6,2013
6,203,6,2013
6,204,5,2013
6,205,14,2013
6,206,8,2013
6,207,8,2013
6,208,18,2013
6,209,5,2013
4,201,23,2013
4,202,34,2013
4,203,34,2013
4,204,50,2013
4,205,30,2013
4,206,23,2013
4,207,16,2013
4,208,53,2013
4,209,25,2013
5,201,17,2013
5,202,11,2013
5,203,13,2013
5,204,23,2013
5,205,12,2013
5,206,14,2013
5,207,8,2013
5,208,21,2013
5,209,10,2013
10,201,11,2013
10,202,11,2013
10,203,22,2013
10,204,16,2013
10,205,4,2013
10,206,5,2013
10,207,11,2013
10,208,21,2013
10,209,17,2013
7,201,14,2013
7,202,15,2013
7,203,19,2013
7,204,11,2013
7,205,19,2013
7,206,10,2013
7,207,7,2013
7,208,19,2013
7,209,20,2013
8,201,7,2013
8,202,8,2013
8,203,2,2013
8,204,4,2013
8,205,3,2013
8,206,6,2013
8,207,5,2013
8,208,8,2013
8,209,1,2013
9,201,4,2013
9,202,7,2013
9,203,1,2013
9,204,4,2013
9,205,3,2013
9,206,2,2013
9,207,1,2013
9,208,10,2013
9,209,4,2013
11,201,8,2013
11,202,4,2013
11,203,11,2013
11,204,14,2013
11,205,12,2013
11,206,6,2013
11,207,9,2013
11,208,16,2013
11,209,7,2013
1,301,308,2013
1,302,136,2013
1,303,150,2013
1,304,261,2013
1,305,286,2013
1,306,368,2013
1,307,196,2013
1,308,156,2013
2,301,171,2013
2,302,94,2013
2,303,112,2013
2,304,109,2013
