WahlkreisId;ParteiId;KandidatId;KandidatName;KandidatVorname;StimmzettelReihenfolge;PlatzNummer;Gesamtstimmen;Zweitstimmen;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131
1;3;4;Enders;Susann;9;4;26855;11915;268;206;382;245;269;275;261;155;160;270;1.417;239;402;410;433;384;557;607;200;758;411;303;504;397;379;255;316;396;756;300;14.940
1;3;5;Weigert;Roland;6;5;22164;5349;26;20;50;36;38;32;38;23;16;35;92;29;97;45;1.735;73;140;57;733;66;47;33;79;51;16.815;1.548;33;52;50;31;44
1;3;6;Kraus;Nikolaus;5;6;18653;7426;67;143;119;72;130;100;113;69;57;109;285;151;219;700;162;1.024;1.507;210;47;155;217;193;11.227;453;168;125;164;190;133;150;194
1;3;7;Gottstein;Eva;3;7;18447;8369;141;116;236;144;119;160;140;106;102;149;262;128;256;218;10.078;212;304;228;1.091;202;176;117;230;174;1.992;518;180;191;159;145;173
1;3;8;Friedl;Hans;12;8;17650;6364;64;46;69;58;64;115;57;46;27;121;291;187;259;314;201;193;423;11.286;47;1.000;168;203;187;167;235;114;257;247;620;144;440
1;3;9;Degenhart;Christine;18;9;15723;5981;42;42;80;55;58;56;56;51;47;81;98;122;61;188;45;60;69;49;32;44;523;164;89;100;40;35;3.279;9.742;68;271;76
1;3;10;Fischer;Mary;7;10;13410;3435;54;27;77;49;37;62;48;45;39;77;90;105;66;103;89;82;109;76;27;67;135;111;73;68;53;51;9.975;1.037;40;457;81
1;3;11;Ertl;Dr. Ilse;29;11;12576;5012;46;50;103;46;59;80;65;44;46;104;101;55;94;120;82;491;1.799;122;58;94;83;115;491;7.564;81;117;74;90;70;99;133
1;3;12;Purkhardt;Martina;11;12;12362;1271;24;16;41;48;40;44;37;19;15;26;39;19;11.091;34;35;22;78;91;14;212;23;24;61;36;48;52;26;30;47;18;52
1;3;13;Seissiger;Dr. Lothar;22;13;12298;2618;28;24;78;45;25;44;39;32;31;98;57;1.082;38;56;34;56;67;53;27;39;68;53;66;51;41;34;115;133;52;9.680;52
1;3;14;Mehringer;Rainer;15;14;12262;1731;12;17;21;18;20;15;12;16;12;34;30;8;37;287;33;10.531;597;28;14;29;36;118;137;19;29;23;24;45;20;21;19
1;3;15;Stockinger;Georg;21;15;11585;2331;11;12;25;12;11;28;12;12;15;10;38;16;102;18;12;16;26;1.704;5;9.254;16;8;20;35;12;9;13;14;81;12;26
1;3;16;Koller;Michael;14;16;10790;1687;20;14;36;30;26;27;26;23;18;87;70;9.103;36;51;54;35;65;52;16;31;59;56;30;35;30;36;94;78;23;474;55
1;3;17;Krichenbauer;Johann;8;17;10557;2598;27;25;34;28;26;37;35;24;13;7.959;90;283;62;63;35;54;55;57;17;31;49;739;60;56;25;27;68;93;47;390;48
1;3;18;Vilsmayer;Matthias;17;18;10495;1258;24;14;22;18;20;39;18;14;8;13;34;18;41;19;9;24;32;504;11;112;20;21;32;55;25;10;31;16;9.237;7;47
1;3;19;Gürtner;Albert;27;19;10145;2102;7;12;30;15;10;16;16;13;9;7;14;5;96;18;116;26;355;30;100;21;15;11;33;12;1.030;8.043;11;31;14;16;13
1;3;20;Schiller-Schulze;Ute;20;20;9058;6401;236;201;528;267;286;318;284;132;2.657;93;180;98;207;250;154;195;345;301;113;187;135;123;370;253;129;130;135;173;143;130;305
1;3;21;Hölscher;Gisela;19;21;9056;1626;22;19;32;17;24;20;21;16;16;14;756;25;31;32;14;48;53;27;15;26;7.430;26;50;72;26;22;32;59;20;16;75
1;3;22;Erhorn;Markus;25;22;8718;2269;6;6;15;7;16;21;4;5;2;7;8;3;1.888;6.449;8;12;47;49;3;14;5;6;48;6;18;32;6;7;9;3;8
1;3;23;Saller;Markus;28;23;8663;2574;18;17;33;17;25;12;24;8;15;1.546;31;48;23;57;15;113;41;36;10;18;38;6.089;32;25;21;22;39;119;15;136;20
1;3;24;Flauger;Petra;16;24;8352;4082;10;13;22;9;12;9;13;7;11;12;23;10;37;21;1.893;17;79;25;4.270;21;15;14;33;17;1.023;639;19;17;13;18;30
1;3;25;Edenhofer;Lilian;13;25;7332;2869;46;30;65;37;4463;34;33;45;21;16;1.210;27;46;50;39;47;47;60;41;50;52;37;62;65;30;26;36;48;74;32;463
1;3;26;Stahl;Felix;10;26;6664;2417;110;113;412;4247;151;183;151;103;62;30;57;26;71;54;25;32;83;78;13;49;35;25;164;100;38;41;42;39;38;24;68
1;3;27;Breyer;Dr. Jörg;26;27;6499;1523;71;47;211;79;86;100;4976;45;39;26;38;17;51;41;30;32;61;55;26;35;31;27;91;81;35;27;18;38;34;20;31
1;3;28;Springer;Linus;31;28;6443;1973;4470;52;174;86;80;81;80;52;48;30;80;48;66;77;42;65;91;81;37;59;49;38;106;103;43;26;41;67;53;44;74
1;3;29;Blasi;Martin;24;29;5844;1686;75;4158;161;103;83;104;106;47;55;18;49;23;66;62;32;52;73;49;35;35;25;23;110;77;27;26;27;32;37;32;42
1;3;30;Wittmann;Karl-Heinz;23;30;5539;782;26;39;100;45;59;4757;37;17;23;14;14;23;23;13;15;17;24;19;17;18;10;24;55;31;23;15;15;18;17;17;14
1;3;31;Blank;Josef;32;31;4559;4559;43;28;48;49;41;48;46;28;27;231;119;504;78;82;63;77;113;80;46;43;91;179;79;61;62;48;154;162;54;1.761;114
1;3;32;Scharlach;Maria;39;32;3890;3890;10;7;6;4;11;7;8;6;2;10;16;10;17;22;42;106;3.095;70;11;59;21;26;15;10;127;44;19;20;44;16;29
1;3;33;Müller;Harald;30;33;3600;508;31;24;46;29;34;30;31;3092;12;13;10;8;8;12;12;9;19;21;5;14;9;12;29;17;9;12;6;12;9;15;10
1;3;34;Obermüller;Andreas;38;34;3347;3347;18;20;30;21;10;24;22;20;19;11;345;23;21;42;38;29;48;30;33;25;2.081;21;38;75;22;26;38;105;32;25;55
1;3;35;Wengenmaier;Renate;42;35;3022;3022;21;15;23;13;21;28;16;7;7;34;50;23;47;28;44;37;56;81;14;1.628;25;41;38;22;59;30;23;37;58;24;472
1;3;36;Hoigt;Benedikt;36;36;2998;2998;3;5;6;8;4;4;4;6;2;6;5;5;9;131;7;2.394;190;16;4;8;6;45;54;10;9;13;5;18;3;12;6
