jahr;stimmen;stimmkreis;kandidat;partei
2018;3311;602;1860306;1303
2018;8239;609;1860307;1303
2018;9120;607;1860308;1303
2018;6661;603;1860309;1303
2018;6438;601;1860310;1303
2018;17569;609;1860401;1304
2018;22010;610;1860402;1304
2018;11065;608;1860403;1304
2018;11526;602;1860404;1304
2018;10645;604;1860405;1304
2018;8151;603;1860406;1304
2018;9547;605;1860407;1304
2018;9376;606;1860408;1304
2018;10392;601;1860409;1304
2018;9725;607;1860410;1304
2018;4290;601;1860501;1305
2018;4855;610;1860502;1305
2018;3838;602;1860503;1305
2018;4490;609;1860504;1305
2018;3324;604;1860505;1305
2018;3137;606;1860506;1305
2018;3431;607;1860507;1305
2018;2961;603;1860508;1305
2018;2939;605;1860509;1305
2018;2883;608;1860510;1305
2018;3358;608;1860601;1306
2018;3339;604;1860602;1306
2018;3554;610;1860603;1306
2018;1933;605;1860604;1306
2018;2142;607;1860605;1306
2018;2063;602;1860606;1306
2018;2720;603;1860607;1306
2018;2653;609;1860608;1306
2018;1858;601;1860609;1306
2018;1997;606;1860610;1306
2018;1290;605;1860701;1307
2018;895;608;1860702;1307
2018;436;610;1860703;1307
2018;827;607;1860704;1307
2018;853;604;1860705;1307
2018;435;602;1860707;1307
2018;611;603;1860708;1307
2018;591;606;1860709;1307
2018;481;609;1860710;1307
2018;453;601;1860711;1307
2018;1162;604;1860802;1308
2018;702;603;1860804;1308
2018;703;605;1860805;1308
2018;723;602;1860806;1308
2018;726;607;1860807;1308
2018;665;609;1860808;1308
2018;583;601;1860809;1308
2018;604;608;1860810;1308
2018;616;610;1860811;1308
2018;358;606;1860813;1308
2018;460;606;1860901;1309
2018;416;610;1860902;1309
2018;944;603;1861001;1310
2018;1307;609;1861002;1310
2018;1408;604;1861003;1310
2018;1261;606;1861004;1310
2018;345;601;1861006;1310
2018;528;608;1861007;1310
2018;9619;608;1861101;1311
2018;6328;605;1861102;1311
2018;6958;601;1861103;1311
2018;8548;604;1861104;1311
2018;5123;610;1861105;1311
2018;6704;607;1861106;1311
2018;7170;609;1861107;1311
2018;6745;602;1861108;1311
2018;7362;603;1861109;1311
2018;6751;606;1861110;1311
2018;639;610;1861301;1313
2018;618;605;1861302;1313
2018;599;609;1861303;1313
2018;206;606;1861304;1313
2018;1014;610;1861501;1315
2018;712;601;1861502;1315
2018;854;602;1861503;1315
2018;913;607;1861504;1315
2018;984;606;1861701;1317
2018;1192;609;1861702;1317
2018;708;610;1861703;1317
2018;815;608;1861704;1317
2018;278;601;1861801;1318
2018;279;602;1861802;1318
2018;191;610;1861803;1318
2018;280;606;1861804;1318
2018;254;608;1861805;1318
2018;246;609;1861807;1318
